fact_id,date,location_id,aqi_value,aqi_category,pm25,pm10,no2,so2,co,o3,temperature_c,humidity_pct,wind_speed_kmph,ed_visits_respiratory,hospital_admissions_respiratory,outpatient_visits_respiratory,mortality_count_respiratory,prescriptions_issued,exceedance_flag,,
2272,21/03/2023,3,118.6,Unhealthy for Sensitive Groups,70.5,107.2,24.1,4.8,1.92,53.8,23.4,43.4,11.6,48,15,112,1,175,0,,
3133,29/07/2025,3,40.9,Good,19.7,36.7,2.6,1.4,0.57,35.4,30.7,,10,27,8,58,0,88,0,,
3410,02/05/2023,4,89.9,Moderate,56,94.1,15.4,9.9,1.37,78,30.7,58.7,15.3,43,13,99,1,161,0,,
1209,23/04/2023,2,89.9,Moderate,60.9,92,22.2,6.8,1.74,50.9,31.3,61.1,9,94,28,213,2,336,0,,
2308,26/04/2023,3,91.4,Moderate,55.6,93.1,29.3,8.3,1.83,44,25.9,61.9,14.1,42,13,100,1,162,0,,
2754,15/07/2024,3,40.4,Good,23.2,40.3,5.7,2.2,0.69,46.5,30.4,86,12.3,25,7,53,0,84,0,,
4326,03/11/2025,4,109.7,Unhealthy for Sensitive Groups,68.9,120.1,24.7,12,2.43,31.1,23.3,38.9,10.1,45,14,104,1,167,0,,
373,08/01/2024,1,350.1,Hazardous,205.7,375.4,67.6,27,5.12,63.6,16.5,37.8,3,335,103,745,7,1192,1,,
3692,08/02/2024,4,135.3,Unhealthy for Sensitive Groups,92.8,145.7,18.7,11.2,2.73,38.9,22.4,33.1,8.8,56,17,130,1,200,0,,
3498,29/07/2023,4,38,Good,27.6,50.3,6,5.4,1.18,41.5,33.2,83.4,7.7,19,6,48,0,76,0,,
3975,17/11/2024,4,111.6,Unhealthy for Sensitive Groups,67.6,112.6,37,7.8,2.48,45.7,20.8,41.5,16.6,45,14,107,1,167,0,,
2169,08/12/2025,2,172.5,Unhealthy,111.1,176.8,40.1,11.7,2.31,65.5,22.8,28.7,9.8,102,31,232,2,374,1,,
4131,22/04/2025,4,105.6,Unhealthy for Sensitive Groups,63.4,113.3,18.7,6.6,2.43,63.5,32.8,57.2,9.7,34,10,83,1,132,0,,
3576,15/10/2023,4,122.6,Unhealthy for Sensitive Groups,71.9,128.7,25.7,5.5,2.75,41,22.1,46.8,12.5,38,12,92,1,135,0,,
2906,14/12/2024,3,91.8,Moderate,60.4,95.6,12.7,9.8,1.57,38.6,17.4,29.7,10,55,16,121,1,195,0,,
2851,20/10/2024,3,61.8,Moderate,41,77.3,12.7,4,1.57,33.8,22.4,60.1,9.6,34,9,78,1,125,0,,
4190,20/06/2025,4,62.4,Moderate,32,58.4,9.3,1.5,1.18,63.2,34.1,86.9,12.9,27,8,61,0,92,0,,
1298,21/07/2023,2,46.9,Good,,60.9,10.9,3.5,0.95,32.3,34.1,,10,50,15,113,1,189,0,,
1933,16/04/2025,2,100.8,Unhealthy for Sensitive Groups,68.3,124.8,32.3,6.6,1.43,60.5,30.5,,2,95,29,215,2,337,0,,
1078,13/12/2025,1,406.9,Hazardous,254.7,392.6,63.3,26.4,9.62,56.1,16,27.7,13.1,296,91,660,6,1059,1,,
1875,17/02/2025,2,193.4,unhealthy,120.5,183.7,30.1,17,4.12,55,20,35.8,12.4,117,36,272,2,424,1,,
3418,10/05/2023,4,78.5,Moderate,53.5,100.8,17.5,9,1.78,58.3,33.9,60.2,10.3,34,10,81,1,128,0,,
2402,29/07/2023,3,17.9,Good,22,38.8,6.9,1.1,0.99,36.1,33,71.5,10.6,26,8,58,0,85,0,,
4230,30/07/2025,4,59.1,Moderate,33,57.3,7.8,2.1,1.03,62.2,34.3,80.6,14.7,27,7,58,0,88,0,,
3671,18/01/2024,4,185.8,Unhealthy,116.3,189.8,31.6,10.4,3.46,72.5,18.1,27.5,14.3,59,18,132,1,209,1,,
4163,24/05/2025,4,68.3, Moderate,40.6,73.6,13.3,4.8,1.69,37.9,33.2,64,10.5,29,9,66,1,102,0,,
1372,03/10/2023,2,110.2,Unhealthy for Sensitive Groups,66.9,108,26.2,11.1,2.35,38.6,25.3,63.7,17.3,84,25,190,2,303,0,,
2371,28/06/2023,3,30.8,Good,23.2,39.1,7.4,5.7,0.42,39.4,34.5,78,10,27,8,63,0,,0,,
905,23/06/2025,1,97.9,Moderate,61.6,115.5,21,12.5,1.61,27.3,30.7,90.3,7.7,132,40,297,2,475,0,,
460,04/04/2024,1,221.4,Very Unhealthy,,208.8,52.1,23.3,3.74,46.1,27.3,46.5,9.9,259,80,585,5,941,1,,
799,09/03/2025,1,309.2,Hazardous,192.6,338.5,58,27,5.61,58.4,21.6,43.9,12.4,288,89,655,6,1033,1,,
2351,08/06/2023,3,37.3,Good ,30.8,52,8.5,3.5,0.65,44.9,35.5,80.4,17.1,31,8,69,1,110,0,,
276,03/10/2023,1,175.4,Unhealthy,110.2,169.4,44.9,14.1,3.47,59.6,21.6,57.8,12.5,180,55,403,3,648,1,,
3971,13/11/2024,4,115.3,Unhealthy for Sensitive Groups,77.7,131.6,32.3,14.8,2.1,57.9,22.4,47.5,5.5,46,15,103,1,163,0,,
1753,18/10/2024,2,132,Unhealthy for Sensitive Groups,85,154.6,26.4,11.7,3.44,35.7,23.4,54.1,10.6,77,25,180,2,289,0,,
446,21/03/2024,1,224,Very Unhealthy,130.2,239.4,39,17.3,3.69,48.5,18.9,40.8,5.1,270,83,605,,965,1,,
3277,20/12/2025,3,114.1,Unhealthy for Sensitive Groups,67.6,105.9,28.8,11.1,1.95,48.4,15.8,35.6,14.6,51,15,118,1,185,0,,
2530,04/12/2023,3,113.3,Unhealthy for Sensitive Groups,73.3,112.8,34.1,9.5,2.08,60.2,16.2,30.1,13.3,49,15,110,1,177,0,,
1059,24/11/2025,1,291.3,Very Unhealthy,184.2,284.7,69.2,23.6,4.92,57.2,16.4,30.4,12.3,333,103,742,6,1196,1,,
4315,23/10/2025,4,110.8,Unhealthy for Sensitive Groups,67.6,116.4,30.2,9,1.71,48.6,23.3,60,13,47,14,110,1,170,0,,
2937,14/01/2025,3,128.8,Unhealthy for Sensitive Groups,77.3,126.9,22,7.4,2.88,74.1,17.9,22.3,12.1,54,18,126,1,194,0,,
319,15/11/2023,1,267.8,Very Unhealthy,169.9,309.2,80.5,16.2,5.33,42.5,20,42.6,1.2,247,76,557,5,890,1,,
623,14/09/2024,1,153.8,Unhealthy,94.2,154.5,32.4,12.9,1.96,38.8,25.8,73.3,10.1,179,55,408,4,650,1,,
2556,30/12/2023,3,138.4,Unhealthy for Sensitive Groups,86.6,145.9,36.8,13.5,1.9,45.3,16.9,35.9,2.3,60,18,137,1,217,0,,
2938,15/01/2025,3,116.8,Unhealthy for Sensitive Groups,67.3,114.2,24.1,7,2.54,58.1,16.3,32.2,9.3,53,16,119,1,196,0,,
2884,22/11/2024,3,105.5,Unhealthy for Sensitive Groups,59.9,104.8,19.5,6.4,1.9,41.3,16.7,40.3,9,44,14,101,1,163,0,,
3946,19/10/2024,4,108.3,Unhealthy for Sensitive Groups,68.6,111.8,25.6,7.2,1.94,67.4,22.2,40.2,0.5,45,14,102,1,168,0,,
1311,03/08/2023,2,54,Moderate,34.5,65.4,15.7,4,1.06,36.9,32.2,76.1,12.9,50,16,117,1,190,0,,
2056,17/08/2025,2,64.5,Moderate,44.6,69.7,15,7.8,1.39,38.2,37.9,78.5,14.2,53,17,124,1,202,0,,
1167,12/03/2023,2,159.9,Unhealthy,99.5,150.8,35.3,12.5,3.87,43.7,27.9,48.6,21.4,131,39,296,,471,1,,
2917,25/12/2024,3,94.2,Moderate,65.5,99.3,25.1,8.6,1.34,48.3,13.6,33.7,9,49,16,114,1,192,0,,
3996,08/12/2024,4,147.8,Unhealthy for Sensitive Groups,96.1,159.2,34.8,15.5,4.02,39.8,19.4,46.3,13.9,60,19,138,1,224,0,,
3434,26/05/2023,4,64.8,Moderate,46.3,84.3,17.4,7.4,1.88,51.4,32.8,68.5,3,28,7,61,1,100,0,,
188,07/07/2023,1,81.7,Moderate,47.8,88,9.1,7.4,1.28,61.4,30,68.8,13.6,113,34,258,2,420,0,,
1694,20/08/2024,2,87.1,Moderate,43.9,78.7,18.2,8.4,0.98,49.5,36.7,75.3,2.5,61,18,145,1,219,0,,
3982,24/11/2024,4,142.2,Unhealthy for Sensitive Groups,90,155.8,30.9,7.4,2.52,31.7,19.1,29.1,12.5,48,15,108,1,174,0,,
2980,26/02/2025,3,81.9,Moderate,59.4,101.1,28.9,10.1,2.19,50.5,18.4,31.7,9.2,45,13,99,1,162,0,,
3074,31/05/2025,3,44.9,Good,31.7,59.8,7.6,6.7,0.86,47.1,32.2,72.6,8,31,9,70,1,105,0,,
3152,17/08/2025,3,34.4,Good,25,43.7,15.8,3.9,0.82,27.4,31.7,76.9,3.7,28,8,65,0,98,0,,
2422,18/08/2023,3,25.5,Good,22.8,42.2,9.7,4.2,0.89,35.9,28.4,80.5,3.7,26,7,59,0,93,0,,
346,12/12/2023,1,217.8,Very Unhealthy,141.2,267.9,64,13.9,5.22,79.4,20.8,40.2,,291,90,651,6,1049,1,,
2055,16/08/2025,2,78.1,Moderate,47.1,88.2,14.2,6,1.62,19.4,34.1,86.3,14.1,58,18,130,1,217,0,,
2863,01/11/2024,3,70,Moderate,52.5,88.8,21.7,7.8,1.24,56.9,17.5,44.7,11.9,44,14,102,1,159,0,,
3977,19/11/2024,4,148.4,Unhealthy for Sensitive Groups,86.7,134.6,27.4,8.6,2.37,62.9,21.1,32,12.7,47,14,104,1,165,0,,
1778,12/11/2024,2,173.8,Unhealthy,108.5,186,49.9,16.7,2.96,56.4,21.1,38.9,9.8,106,31,234,2,383,1,,
1740,05/10/2024,2,108.1,Unhealthy for Sensitive Groups,63.7,118.3,24.8,7.3,2.3,35.8,29.8,60,10.2,83,25,193,2,313,0,,
2606,18/02/2024,3,113.3,Unhealthy for Sensitive Groups,76,115.3,22.8,11.1,1.49,46.9,18.8,38.5,10.4,50,16,114,1,181,0,,
1960,13/05/2025,2,88.5,Moderate,55.9,95.4,23,5,1.44,51.6,34.2,70.8,12.6,65,20,149,1,238,0,,
4305,13/10/2025,4,93.4,Moderate,61.3,95.9,18,5.1,1.65,43.1,24.7,62.1,14.9,37,11,85,1,138,0,,
3034,21/04/2025,3,77.6,Moderate,46.8,85.6,20.6,7.6,1.12,51.9,26.7,55,6.2,36,11,85,1,136,0,,
733,02/01/2025,1,344.3,Hazardous,209.7,368.2,88.2,27.8,6.7,72.2,15.7,27.9,16.3,290,89,651,6,1041,1,,
1223,07/05/2023,2,112.4,Unhealthy for Sensitive Groups,66.9,126.9,28.9,9.5,2.55,31.1,31.7,61.8,9.8,73,22,165,1,266,0,,
562,15/07/2024,1,88.2,Moderate,58.7,105.3,18.9,8.5,1.34,35.5,31.8,82.6,13.4,104,31,236,2,380,0,,
2958,04/02/2025,3,120.2,Unhealthy for Sensitive Groups,73.3,132.4,23.9,13.2,1.31,20.7,19.2,37.1,13.1,61,19,137,1,226,0,,
3256,29/11/2025,3,122.1,Unhealthy for Sensitive Groups,69.8,113.3,20.1,8.3,1.58,39,16.1,36.4,7.5,47,15,113,1,179,0,,
474,18/04/2024,1,186.7,Unhealthy,123.6,199,44.2,15.9,4.14,42.5,28.5,50.4,13,221,68,497,4,791,1,,
3988,30/11/2024,4,143.5,Unhealthy for Sensitive Groups,88.1,155,28.1,11.9,1.84,77.5,19.6,25.8,14.4,52,16,114,1,194,0,,
1687,13/08/2024,2,52.2,Moderate,38.9,62.5,15.4,4.5,1.25,30.1,35.2,65.8,5.8,50,15,111,1,183,0,,
616,07/09/2024,1,125.4,Unhealthy for Sensitive Groups,73.8,126.5,18.5,8.3,1.81,35.5,25.5,75.2,10.4,133,41,304,2,486,0,,
3495,26/07/2023,4,37.9,Good,24.5,43.3,15.3,4.3,0.45,32.8,34.8,76.1,8.7,23,6,53,0,82,0,,
3648,26/12/2023,4,171.1,Unhealthy,104.7,195.7,45.7,8.3,2.39,45.7,17.7,36.4,13.6,67,21,157,1,238,1,,
2367,24/06/2023,3,45.5,Good,28.2,47.7,10,3.2,0.84,29,31.9,81.4,9.9,25,7,55,1,90,0,,
2006,28/06/2025,2,53.6,Moderate,35.2,57.1,3.4,4.1,1.55,45.5,36.9,85.3,8.3,50,15,113,1,185,0,,
1142,15/02/2023,2,195.4,Unhealthy,116.2,186.7,47.6,15.2,3.18,53.4,24.8,26.5,10.4,130,38,295,3,465,1,,
3881,15/08/2024,4,53.5,Moderate,33.9,59.1,14.6,5.2,0.87,43.1,33.9,73.8,15.8,27,8,57,0,94,0,,
1902,16/03/2025,2,186.7,Unhealthy,107.1,192.5,42.8,16.8,2.54,62.7,24.1,36.1,13.8,100,31,232,2,370,1,,
1096,31/12/2025,1,370.6,hazardous,234.3,357.7,95.9,31.9,4.66,64.5,18.3,29.1,13.4,361,111,811,7,1296,1,,
1643,30/06/2024,2,41.8,Good,30.8,57.8,9.6,1.7,0.91,54,35,75.6,8.2,51,15,123,1,192,0,,
3990,02/12/2024,4,150.1,Unhealthy,96.3,159.9,46.6,10.4,2.33,57.3,20,44.9,0.5,51,15,116,,178,1,,
3504,04/08/2023,4,40.6,Good,32.1,52.7,5.4,3.9,0.86,55.8,37,88.6,14.8,26,7,53,0,85,0,,
950,07/08/2025,1,59.6,Moderate,41.3,65.2,14.2,6.2,1.23,59.7,30.3,74.9,6.1,128,39,297,2,463,0,,
4217,17/07/2025,4,64.6,Moderate,32,59.5,9.8,4.6,0.92,37,34.1,83.7,6.5,27,9,61,,91,0,,
3586,25/10/2023,4,117,Unhealthy for Sensitive Groups,82.5,143.1,31.1,10.8,1.74,61.2,23,47,9.3,45,13,98,1,166,0,,
357,23/12/2023,1,301,Hazardous,188.5,350.4,51.6,26.3,4.79,87.8,16.6,34.9,8,323,100,724,6,1151,1,,
3562,01/10/2023,4,87.3,Moderate,57.1,89.6,16,9.9,1.95,59.5,25.5,69.5,0.5,37,12,84,1,135,0,,
1097,01/01/2023,2,225.7,Very Unhealthy,133.4,220.1,45.2,15,3.4,48.7,20.9,22.7,16.4,144,43,322,3,516,1,,
601,23/08/2024,1,125.8,Unhealthy for Sensitive Groups,75.5,135.8,39.3,13.4,2.76,44.8,33,73.4,10.4,141,43,324,3,516,0,,
2684,06/05/2024,3,69.8,Moderate,41.6,66.7,20,4.3,1.26,40.1,27.5,71.7,16.5,38,10,86,1,131,0,,
1228,12/05/2023,2,89.8,Moderate,61.2,101.7,19.2,8,2.15,44.2,33.4,56.5,8.6,80,24,184,2,283,0,,
2092,22/09/2025,2,96.7,Moderate,58.9,100.7,14.9,7.3,1.59,44.6,26.8,70.7,7.3,83,26,189,2,304,0,,
3050,07/05/2025,3,66.8,Moderate,39.2,65.4,9.8,6.9,1.44,38.6,29.7,65.4,10.5,34,10,80,1,123,0,,
2772,02/08/2024,3,52,Moderate,24.3,39.5,9.2,3.5,0.98,45.3,29.6,68.2,6.3,27,8,61,1,93,0,,
1459,29/12/2023,2,210.3,Very Unhealthy,129.2,235.3,44.1,9.5,4.34,56.1,20,24,5.6,135,42,306,3,489,1,,
1922,05/04/2025,2,148.1,Unhealthy For Sensitive Groups ,97,151.6,33.5,10.6,3.15,56.5,27.7,58.6,13.5,108,32,242,2,389,0,,
1116,20/01/2023,2,213.6,Very Unhealthy,143.5,220.9,52.6,18.9,3.86,39.4,20.5,34.1,17.4,131,40,296,3,474,1,,
434,09/03/2024,1,213.8,Very Unhealthy,134.3,226.3,42.3,14.9,3.71,68.6,19.9,49.7,12.1,251,76,567,5,904,1,,
2842,11/10/2024,3,66.7,Moderate,39.8,61.3,15.3,4,1.16,44.9,17.8,55.5,12.3,39,12,88,1,141,0,,
1764,29/10/2024,2,123.9,Unhealthy for Sensitive Groups,82.6,145.1,36,9.6,3.08,34.6,23.2,49.1,11.9,96,30,219,2,344,0,,
869,18/05/2025,1,143.4,Unhealthy for Sensitive Groups,88.8,163.2,21.9,7.4,3.41,30.2,31.5,69.9,13,185,56,419,4,673,0,,
3373,26/03/2023,4,136,Unhealthy for Sensitive Groups,81.3,132.9,28.7,13.1,2.15,36.6,25.4,56,10.8,40,13,94,,153,0,,
2254,03/03/2023,3,102,Unhealthy for Sensitive Groups,72,131.5,17.5,8.4,2.93,67,17.1,37.4,6.3,54,17,127,1,199,0,,
3235,08/11/2025,3,81.4,Moderate,45.4,82.6,17.6,4.4,1.68,47.9,21,50.1,,39,12,94,1,142,0,,
2888,26/11/2024,3,102.2,Unhealthy for Sensitive Groups,63.6,113.7,22.6,9.1,1.84,55.6,18.3,38.6,10.2,52,16,121,1,182,0,,
487,01/05/2024,1,161.6,Unhealthy,98.1,186.2,40.3,12.8,3.12,58.5,28.3,76.1,9,202,62,455,4,726,1,,
2656,08/04/2024,3,104,Unhealthy for Sensitive Groups,59.8,96.6,17.6,11.3,1.9,49.8,28.6,56.1,12.4,39,11,92,1,141,0,,
2712,03/06/2024,3,57.2,Moderate,30.9,50.4,6.3,2.3,0.92,31.3,32,88.8,15.7,32,10,71,1,118,0,,
3205,09/10/2025,3,55.4,Moderate,36.4,58.1,6.4,3,0.64,37.4,21.3,63.7,14.4,37,11,84,1,132,0,,
3555,24/09/2023,4,86,Moderate,54.2,96.5,13,10.4,1.78,39.1,30.5,57.2,5.6,34,10,80,1,129,0,,
1898,12/03/2025,2,181,Unhealthy,116.2,213.8,50.4,14.3,3.15,68.5,28,42.8,6.7,128,38,284,2,459,1,,
1848,21/01/2025,2,224.2,Very Unhealthy,145.4,274.4,57.9,12.5,5.45,55.4,17.5,24.2,,110,33,251,2,392,1,,
2866,04/11/2024,3,93.1,Moderate,56.8,89.8,6.7,7.5,1.06,62.5,13.7,47.2,5.6,44,13,103,1,153,0,,
3175,09/09/2025,3,58,Moderate,32.5,49.9,14.2,2.4,1.24,55.7,25.3,72.1,7.8,33,10,78,1,121,0,,
1492,31/01/2024,2,219.8,Very Unhealthy,141.9,263.1,60.8,14,4.77,59.3,21.6,33.4,6.3,147,45,330,3,524,1,,
885,03/06/2025,1,115.1,Unhealthy for Sensitive Groups,70.4,113.5,25.3,8.1,2.43,47.6,32,81.2,4.3,162,50,364,3,582,0,,
326,22/11/2023,1,270.1,Very Unhealthy,173.3,290.3,77.3,14.6,5.82,77.1,18.4,45.2,13.8,293,90,655,6,1047,1,,
3714,01/03/2024,4,137.8,Unhealthy for Sensitive Groups,84.5,130.1,31.7,9.9,1.89,34.7,23.6,,14.3,57,17,125,1,200,0,,
3909,12/09/2024,4,74.3,Moderate,42,67,22.2,1.9,1.06,44.9,25,51.6,8.5,32,10,70,1,117,0,,
1671,28/07/2024,2,42.9,Good,33.6,61.1,20.4,7,0.68,36.7,36.3,80.5,9.1,46,15,106,1,172,0,,
2218,26/01/2023,3,124.4,Unhealthy for Sensitive Groups,81.5,128.5,32.1,11.6,2.53,50.9,17.6,26.6,7.8,58,18,134,1,208,0,,
3943,16/10/2024,4,116.7,Unhealthy for Sensitive Groups,74.7,120,18.7,8.9,1.66,53.8,23.6,,17.5,38,12,85,1,142,0,,
2164,03/12/2025,2,173.6,Unhealthy,,196.9,43.4,20.5,4.25,48.6,24.1,39.3,12.8,131,41,292,3,470,1,,
1797,01/12/2024,2,160.4,Unhealthy,104.2,178.3,33.6,15.7,2.8,57,19.4,30.5,8.1,113,35,259,2,420,1,,
1733,28/09/2024,2,109.4,Unhealthy For Sensitive Groups ,66.2,118.4,22.7,4.8,1.22,47.1,29.9,,7.9,88,28,205,2,318,0,,
1941,24/04/2025,2,124,Unhealthy for Sensitive Groups,83.1,128.3,41.8,13.4,1.62,44,29.1,67.7,15,81,25,182,2,290,0,,
378,13/01/2024,1,249.3,Very Unhealthy,152,273.3,42.2,17.3,3.72,91.4,17.4,18.5,16,327,101,732,6,1169,1,,
2393,20/07/2023,3,44.9,Good,25,40,11,4.4,1.06,29.6,31.3,76.2,9.8,26,8,59,0,91,0,,
1135,08/02/2023,2,214.4,Very Unhealthy,126.6,214.8,57.2,22.6,3.21,51.6,22.7,31.4,17.5,141,43,319,3,508,1,,
3214,18/10/2025,3,85.1,Moderate,47.4,86.5,13.9,8,1.41,38.2,25.1,53.6,4.8,37,11,92,1,138,0,,
1534,13/03/2024,2,172.4,Unhealthy,103.1,166.1,40.1,16.9,2.38,53.4,27.1,43.3,8.5,115,35,259,2,423,1,,
1036,01/11/2025,1,250.6,Very Unhealthy,155.4,259.6,56.1,20.3,4.47,66.9,19.9,50.9,7.8,243,74,547,5,876,1,,
534,17/06/2024,1,97,Moderate,67.7,124.5,30.5,13.4,1.7,56.2,33.8,83.6,8.4,125,37,284,2,450,0,,
1672,29/07/2024,2,49.9,Good,34.8,54.7,13.3,6.7,1.29,45,35.8,72.8,8.8,53,17,120,1,,0,,
2692,14/05/2024,3,46,Good,30.8,53.8,10.3,5.3,0.93,38.9,31.6,75.6,11.8,31,8,67,0,106,0,,
906,24/06/2025,1,122.8,Unhealthy for Sensitive Groups,78.6,118.6,21.5,11.4,1.84,52.2,34,88.4,7.2,128,39,288,2,460,0,,
1263,16/06/2023,2,71.2,Moderate,42.4,71.6,16.5,7.3,1.07,26.3,34.4,77.6,6.5,62,18,145,1,225,0,,
1365,26/09/2023,2,90.5,Moderate,65.2,111.6,30,6.5,2.52,44.7,31.2,64.6,11.3,78,22,171,1,277,0,,
2197,05/01/2023,3,142.4,Unhealthy for Sensitive Groups,87.2,148.7,34.8,9.4,3.34,52.6,12.7,26.8,8.3,54,17,123,1,192,0,,
1430,30/11/2023,2,148.6,Unhealthy for Sensitive Groups,92.8,157,25.6,12.3,2.68,56.8,20.5,35.7,7,103,30,234,2,377,0,,
2447,12/09/2023,3,45.6,Good,31.8,58.6,7.4,5.9,1.15,23.8,28.6,67.1,11.9,33,11,75,1,125,0,,
1658,15/07/2024,2,71.2,Moderate,39.6,62.9,10.2,3.5,1.5,27.2,37.8,80.7,13.6,54,16,120,1,198,0,,
3839,04/07/2024,4,56,Moderate,34.2,52,14.9,3.8,1.14,38.6,35.9,79,7.9,24,7,60,1,90,0,,
361,27/12/2023,1,296.5,Very Unhealthy,183.1,322.2,66.7,26.4,6,60.2,17.2,42.2,13.5,310,96,698,6,1114,1,,
1983,05/06/2025,2,44.9,Good,36.6,66.6,9.9,6,0.82,51.2,36.3,76.6,4.8,66,19,152,1,232,0,,
542,25/06/2024,1,99.4,Moderate,55.9,86.7,30.4,6.9,2.16,40.3,31.9,77.6,9.6,98,30,225,2,363,0,,
514,28/05/2024,1,123,Unhealthy for Sensitive Groups,78.4,132.1,31.5,5.6,1.78,32.6,29.1,76.3,7.8,131,39,301,3,480,0,,
1959,12/05/2025,2,93.1,Moderate,58.1,106.1,19.8,8.9,1.24,45.7,33.4,77.9,5.6,75,23,176,1,277,0,,
2437,02/09/2023,3,26.2,Good,25.3,45.7,9.9,5.9,0.47,49.8,26.5,72.1,5.4,31,11,75,1,118,0,,
713,13/12/2024,1,280.6,Very Unhealthy,169.7,266,73.4,18.3,3.66,98,20.8,31,19.3,326,101,722,6,1160,1,,
10,10/01/2023,1,277.1,Very Unhealthy,163.8,297.3,49.5,17,4.03,63,16.2,29.1,7.6,299,92,667,6,1072,1,,
512,26/05/2024,1,135.8,Unhealthy for Sensitive Groups,78.4,124,29.8,13.2,1.72,42,33.8,78.1,8.1,145,44,327,3,532,0,,
2739,30/06/2024,3,28.2,Good,20.9,37.5,5,1.7,0.54,31.6,30.4,79.6,10.3,27,8,67,1,104,0,,
3296,08/01/2023,4,140.4,Unhealthy for Sensitive Groups,96.1,176.6,21,6.9,2.4,69.3,17.6,24.1,6.9,60,19,138,1,220,0,,
99,09/04/2023,1,204.9,Very Unhealthy,130.5,206.9,37.4,14.7,5.27,43.6,30.3,61.3,12.3,192,59,434,4,693,1,,
617,08/09/2024,1,145.3,Unhealthy for Sensitive Groups,91.8,155.2,31.7,7.7,2.34,53.3,28.3,75.9,9.3,159,47,353,3,577,0,,
3068,25/05/2025,3,48.1,Good,31.8,54.8,9.1,2.3,0.94,45,30,70.5,13.6,30,8,67,1,105,0,,
413,17/02/2024,1,259.6,Very Unhealthy,168.3,283.9,66.2,17.8,4.18,67.9,17.9,34.1,6.6,265,82,596,5,951,1,,
3100,26/06/2025,3,46.6,Good ,24.3,44.3,3.2,1.7,0.75,36.2,30.7,84.5,9.9,26,7,60,1,95,0,,
1525,04/03/2024,2,175.7, Unhealthy,118.4,198.4,59.5,19.2,2.7,41.5,22.1,40.9,10.4,115,36,258,2,413,1,,
1644,01/07/2024,2,42,Good,34.9,59.9,5.6,4.3,0.97,51,35.9,75.9,9.5,54,17,124,1,196,0,,
1633,20/06/2024,2,60.5,Moderate,34.9,58.5,10.8,5.3,0.79,35.8,37.5,84.5,17.8,62,18,138,1,221,0,,
285,12/10/2023,1,168.7,Unhealthy,103.5,177.8,27.8,21.1,3.79,36.6,23.4,,9.9,169,52,378,3,599,1,,
4291,29/09/2025,4,113.3,Unhealthy for Sensitive Groups,72.8,111.5,28.3,11.5,2.91,19.5,25.2,52.8,6,32,8,68,1,,0,,
4013,25/12/2024,4,151.4,Unhealthy,96.3,149,48.5,13,3.3,63.8,18.6,32.1,8.3,64,19,142,1,223,1,,
1269,22/06/2023,2,52.7,Moderate,41.8,72.4,23.3,2.9,1.63,41.6,37.1,85.9,8.7,56,17,133,1,209,0,,
2066,27/08/2025,2,65.1,Moderate,39.2,61.7,18.1,4.1,1.67,44.1,31.4,77.5,4.8,58,17,132,1,204,0,,
1560,08/04/2024,2,141.3,Unhealthy for Sensitive Groups,87.4,155.4,28.1,10.5,2.72,38.3,26.8,52.2,8,123,37,275,2,441,0,,
2416,12/08/2023,3,43.1,Good,29.8,54.5,8.6,4.2,0.51,49,27.1,79,8.2,29,9,68,1,103,0,,
736,05/01/2025,1,320,Hazardous,202.8,320.7,73.6,15.5,7.56,91.9,16.1,29.5,22.4,338,104,764,7,1225,1,,
2593,05/02/2024,3,113.8,Unhealthy for Sensitive Groups,66.4,124.7,17.6,9.8,1.91,58.6,18.3,26.9,8,48,15,115,1,187,0,,
2623,06/03/2024,3,98.1,Moderate,55.9,97.5,14.9,6.9,1.84,53.4,23.1,40.7,5.8,41,13,98,1,155,0,,
2202,10/01/2023,3,126.7,Unhealthy for Sensitive Groups,78.5,139.7,24.8,12.8,1.8,65.6,16.8,24.4,13.2,62,19,142,1,228,0,,
1016,12/10/2025,1,192.5,Unhealthy,116.5,221.1,34.7,12,2.43,48.2,23.6,63.3,1.6,208,64,461,4,740,1,,
701,01/12/2024,1,317.6,Hazardous,200.1,336.2,58.7,25.4,4.55,67.4,18.7,29.1,16,267,82,598,5,960,1,,
4000,12/12/2024,4,164.9,Unhealthy,100.9,159.8,29.1,14.7,2.28,61.9,20,27.4,11.6,55,17,123,1,198,1,,
3805,31/05/2024,4,60.6,Moderate,39.2,64.7,19.4,4.9,1.48,25,36.2,78.4,5.8,30,10,70,1,115,0,,
706,06/12/2024,1,268.2,Very Unhealthy,166.2,278.1,70.7,19.2,4.38,75.8,18.7,35.8,14.1,270,83,607,5,971,1,,
4090,12/03/2025,4,180.8,Unhealthy,105.8,176.4,47.5,18.4,2.61,14.5,26.4,34.1,9.1,55,17,125,,202,1,,
2423,19/08/2023,3,48.2,Good,24.6,41.3,8.7,3.6,0.87,29.8,30.1,69.8,14.2,31,9,69,1,105,0,,
3727,14/03/2024,4,157.2,Unhealthy,98.4,183.8,33.8,12.3,3.55,51.8,26.1,36.8,12.5,48,14,109,1,171,1,,
1272,25/06/2023,2,64.2,Moderate,41.2,68.5,17.5,4.5,1.4,47.1,36.1,76.6,7.8,57,18,133,1,212,0,,
610,01/09/2024,1,129.8,Unhealthy for Sensitive Groups,83.4,132.8,21.9,11.1,3.34,57.3,30.3,79.5,6.1,151,46,341,,543,0,,
